crop,region,month,price_php_per_kg
Lettuce,Visayas,2024-04,81.83
Lettuce,Mindanao,2024-04,71.17
Lettuce,Luzon-North,2024-05,84.97
Lettuce,Luzon-Central,2024-05,85.52
Lettuce,Luzon-South,2024-05,92.53
Lettuce,Visayas,2024-05,86.8
Lettuce,Mindanao,2024-05,75.32
Lettuce,Luzon-North,2024-06,90.06
Lettuce,Luzon-Central,2024-06,79.8
Lettuce,Luzon-South,2024-06,83.54
Lettuce,Visayas,2024-06,90.87
Lettuce,Mindanao,2024-06,79.55
Lettuce,Luzon-North,2024-07,82.79
Lettuce,Luzon-Central,2024-07,76.09
Lettuce,Luzon-South,2024-07,84.17
Lettuce,Visayas,2024-07,96.38
Lettuce,Mindanao,2024-07,77.28
Lettuce,Luzon-North,2024-08,90.13
Lettuce,Luzon-Central,2024-08,88.06
Lettuce,Luzon-South,2024-08,98.26
Lettuce,Visayas,2024-08,96.39
Lettuce,Mindanao,2024-08,86.52
Lettuce,Luzon-North,2024-09,88.58
Lettuce,Luzon-Central,2024-09,87.39
Lettuce,Luzon-South,2024-09,92.36
Lettuce,Visayas,2024-09,105.79
Lettuce,Mindanao,2024-09,86.1
Lettuce,Luzon-North,2024-10,86.35
Lettuce,Luzon-Central,2024-10,84.57
Lettuce,Luzon-South,2024-10,93.11
Lettuce,Visayas,2024-10,100.23
Lettuce,Mindanao,2024-10,76.74
Lettuce,Luzon-North,2024-11,80.55
Lettuce,Luzon-Central,2024-11,80.01
Lettuce,Luzon-South,2024-11,100.5
Lettuce,Visayas,2024-11,96.13
Lettuce,Mindanao,2024-11,78.57
Lettuce,Luzon-North,2024-12,86.52
Lettuce,Luzon-Central,2024-12,88.45
Lettuce,Luzon-South,2024-12,86.69
Lettuce,Visayas,2024-12,88.57
Lettuce,Mindanao,2024-12,82.4
Lettuce,Luzon-North,2025-01,85.87
Lettuce,Luzon-Central,2025-01,83.15
Lettuce,Luzon-South,2025-01,85.76
Lettuce,Visayas,2025-01,99.22
Lettuce,Mindanao,2025-01,84.6
Lettuce,Luzon-North,2025-02,86.45
Lettuce,Luzon-Central,2025-02,83.47
Lettuce,Luzon-South,2025-02,79.32
Lettuce,Visayas,2025-02,93.69
Lettuce,Mindanao,2025-02,77.42
Lettuce,Luzon-North,2025-03,83.55
Lettuce,Luzon-Central,2025-03,81.18
Lettuce,Luzon-South,2025-03,84.4
Lettuce,Visayas,2025-03,80.85
Lettuce,Mindanao,2025-03,77.45
Lettuce,Luzon-North,2025-04,78.18
Lettuce,Luzon-Central,2025-04,76.65
Lettuce,Luzon-South,2025-04,82.67
Lettuce,Visayas,2025-04,86.19
Lettuce,Mindanao,2025-04,66.79
Lettuce,Luzon-North,2025-05,88.19
Lettuce,Luzon-Central,2025-05,80.82
Lettuce,Luzon-South,2025-05,92.14
Lettuce,Visayas,2025-05,98.67
Lettuce,Mindanao,2025-05,77.4
Lettuce,Luzon-North,2025-06,78.97
Lettuce,Luzon-Central,2025-06,79.6
Lettuce,Luzon-South,2025-06,85.64
Lettuce,Visayas,2025-06,91.39
Lettuce,Mindanao,2025-06,81.04
Lettuce,Luzon-North,2025-07,80.65
Lettuce,Luzon-Central,2025-07,87.51
Lettuce,Luzon-South,2025-07,87.0
Lettuce,Visayas,2025-07,98.23
Lettuce,Mindanao,2025-07,82.89
Lettuce,Luzon-North,2025-08,92.71
Lettuce,Luzon-Central,2025-08,90.09
Lettuce,Luzon-South,2025-08,96.22
Lettuce,Visayas,2025-08,98.6
Lettuce,Mindanao,2025-08,80.22
Lettuce,Luzon-North,2025-09,96.06
Lettuce,Luzon-Central,2025-09,100.87
Lettuce,Luzon-South,2025-09,111.01
Lettuce,Visayas,2025-09,110.76
Lettuce,Mindanao,2025-09,92.62
Lettuce,Luzon-North,2025-10,89.9
Lettuce,Luzon-Central,2025-10,95.77
Lettuce,Luzon-South,2025-10,97.42
Lettuce,Visayas,2025-10,100.14
Lettuce,Mindanao,2025-10,85.27
Lettuce,Luzon-North,2025-11,88.56
Lettuce,Luzon-Central,2025-11,82.78
Lettuce,Luzon-South,2025-11,92.17
Lettuce,Visayas,2025-11,90.04
Lettuce,Mindanao,2025-11,80.45
Lettuce,Luzon-North,2025-12,96.57
Lettuce,Luzon-Central,2025-12,82.93
Lettuce,Luzon-South,2025-12,89.93
Lettuce,Visayas,2025-12,96.11
Lettuce,Mindanao,2025-12,83.47
Lettuce,Luzon-North,2026-01,82.12
Lettuce,Luzon-Central,2026-01,82.62
Lettuce,Luzon-South,2026-01,95.5
Lettuce,Visayas,2026-01,95.18
Lettuce,Mindanao,2026-01,81.37
Lettuce,Luzon-North,2026-02,94.01
Lettuce,Luzon-Central,2026-02,80.91
Lettuce,Luzon-South,2026-02,91.97
Lettuce,Visayas,2026-02,91.76
Lettuce,Mindanao,2026-02,87.17
Lettuce,Luzon-North,2026-03,76.57
Lettuce,Luzon-Central,2026-03,78.73
Lettuce,Luzon-South,2026-03,86.74
Lettuce,Visayas,2026-03,94.68
Lettuce,Mindanao,2026-03,81.31
Lettuce,Luzon-North,2026-04,90.12
Lettuce,Luzon-Central,2026-04,74.51
Lettuce,Luzon-South,2026-04,91.78
Lettuce,Visayas,2026-04,89.65
Lettuce,Mindanao,2026-04,75.74
Bell Pepper,Luzon-North,2022-01,90.63
Bell Pepper,Luzon-Central,2022-01,81.73
Bell Pepper,Luzon-South,2022-01,97.9
Bell Pepper,Visayas,2022-01,94.92
Bell Pepper,Mindanao,2022-01,85.48
Bell Pepper,Luzon-North,2022-02,97.26
Bell Pepper,Luzon-Central,2022-02,93.09
Bell Pepper,Luzon-South,2022-02,108.21
Bell Pepper,Visayas,2022-02,102.09
Bell Pepper,Mindanao,2022-02,81.99
Bell Pepper,Luzon-North,2022-03,89.53
Bell Pepper,Luzon-Central,2022-03,85.22
Bell Pepper,Luzon-South,2022-03,91.75
Bell Pepper,Visayas,2022-03,102.68
Bell Pepper,Mindanao,2022-03,83.74
Bell Pepper,Luzon-North,2022-04,83.4
Bell Pepper,Luzon-Central,2022-04,91.95
Bell Pepper,Luzon-South,2022-04,96.64
Bell Pepper,Visayas,2022-04,101.74
Bell Pepper,Mindanao,2022-04,86.53
Bell Pepper,Luzon-North,2022-05,97.95
Bell Pepper,Luzon-Central,2022-05,91.32
Bell Pepper,Luzon-South,2022-05,105.86
Bell Pepper,Visayas,2022-05,104.72
Bell Pepper,Mindanao,2022-05,90.03
Bell Pepper,Luzon-North,2022-06,101.36
Bell Pepper,Luzon-Central,2022-06,88.41
Bell Pepper,Luzon-South,2022-06,103.43
Bell Pepper,Visayas,2022-06,105.88
Bell Pepper,Mindanao,2022-06,93.33
Bell Pepper,Luzon-North,2022-07,95.77
Bell Pepper,Luzon-Central,2022-07,106.7
Bell Pepper,Luzon-South,2022-07,108.45
Bell Pepper,Visayas,2022-07,104.25
Bell Pepper,Mindanao,2022-07,87.39
Bell Pepper,Luzon-North,2022-08,106.67
Bell Pepper,Luzon-Central,2022-08,103.4
Bell Pepper,Luzon-South,2022-08,109.52
Bell Pepper,Visayas,2022-08,117.38
Bell Pepper,Mindanao,2022-08,97.39
Bell Pepper,Luzon-North,2022-09,113.77
Bell Pepper,Luzon-Central,2022-09,102.44
Bell Pepper,Luzon-South,2022-09,116.03
Bell Pepper,Visayas,2022-09,125.43
Bell Pepper,Mindanao,2022-09,116.21
Bell Pepper,Luzon-North,2022-10,101.88
Bell Pepper,Luzon-Central,2022-10,100.61
Bell Pepper,Luzon-South,2022-10,107.92
Bell Pepper,Visayas,2022-10,120.42
Bell Pepper,Mindanao,2022-10,94.05
Bell Pepper,Luzon-North,2022-11,99.38
Bell Pepper,Luzon-Central,2022-11,97.63
Bell Pepper,Luzon-South,2022-11,101.7
Bell Pepper,Visayas,2022-11,104.73
Bell Pepper,Mindanao,2022-11,92.46
Bell Pepper,Luzon-North,2022-12,89.8
Bell Pepper,Luzon-Central,2022-12,89.36
Bell Pepper,Luzon-South,2022-12,103.18
Bell Pepper,Visayas,2022-12,109.17
Bell Pepper,Mindanao,2022-12,92.45
Bell Pepper,Luzon-North,2023-01,91.91
Bell Pepper,Luzon-Central,2023-01,94.57
Bell Pepper,Luzon-South,2023-01,110.12
Bell Pepper,Visayas,2023-01,111.95
Bell Pepper,Mindanao,2023-01,93.42
Bell Pepper,Luzon-North,2023-02,96.87
Bell Pepper,Luzon-Central,2023-02,100.38
Bell Pepper,Luzon-South,2023-02,103.35
Bell Pepper,Visayas,2023-02,103.07
Bell Pepper,Mindanao,2023-02,90.49
Bell Pepper,Luzon-North,2023-03,105.93
Bell Pepper,Luzon-Central,2023-03,95.87
Bell Pepper,Luzon-South,2023-03,109.72
Bell Pepper,Visayas,2023-03,104.12
Bell Pepper,Mindanao,2023-03,96.17
Bell Pepper,Luzon-North,2023-04,95.3
Bell Pepper,Luzon-Central,2023-04,93.58
Bell Pepper,Luzon-South,2023-04,115.99
Bell Pepper,Visayas,2023-04,110.18
Bell Pepper,Mindanao,2023-04,89.09
Bell Pepper,Luzon-North,2023-05,100.37
Bell Pepper,Luzon-Central,2023-05,98.34
Bell Pepper,Luzon-South,2023-05,112.24
Bell Pepper,Visayas,2023-05,106.2
Bell Pepper,Mindanao,2023-05,85.58
Bell Pepper,Luzon-North,2023-06,103.97
Bell Pepper,Luzon-Central,2023-06,101.3
Bell Pepper,Luzon-South,2023-06,111.32
Bell Pepper,Visayas,2023-06,121.37
Bell Pepper,Mindanao,2023-06,99.61
Bell Pepper,Luzon-North,2023-07,113.51
Bell Pepper,Luzon-Central,2023-07,98.95
Bell Pepper,Luzon-South,2023-07,119.5
Bell Pepper,Visayas,2023-07,130.15
Bell Pepper,Mindanao,2023-07,105.36
Bell Pepper,Luzon-North,2023-08,116.31
Bell Pepper,Luzon-Central,2023-08,111.11
Bell Pepper,Luzon-South,2023-08,131.37
Bell Pepper,Visayas,2023-08,118.29
Bell Pepper,Mindanao,2023-08,106.22
Bell Pepper,Luzon-North,2023-09,120.24
Bell Pepper,Luzon-Central,2023-09,117.03
Bell Pepper,Luzon-South,2023-09,120.72
Bell Pepper,Visayas,2023-09,128.89
Bell Pepper,Mindanao,2023-09,107.79
Bell Pepper,Luzon-North,2023-10,114.58
Bell Pepper,Luzon-Central,2023-10,108.62
Bell Pepper,Luzon-South,2023-10,112.77
Bell Pepper,Visayas,2023-10,122.88
Bell Pepper,Mindanao,2023-10,110.57
Bell Pepper,Luzon-North,2023-11,102.89
Bell Pepper,Luzon-Central,2023-11,102.54
Bell Pepper,Luzon-South,2023-11,117.3
Bell Pepper,Visayas,2023-11,110.52
Bell Pepper,Mindanao,2023-11,101.47
Bell Pepper,Luzon-North,2023-12,100.87
Bell Pepper,Luzon-Central,2023-12,108.06
Bell Pepper,Luzon-South,2023-12,124.78
Bell Pepper,Visayas,2023-12,126.67
Bell Pepper,Mindanao,2023-12,97.98
Bell Pepper,Luzon-North,2024-01,111.02
Bell Pepper,Luzon-Central,2024-01,103.4
Bell Pepper,Luzon-South,2024-01,112.99
Bell Pepper,Visayas,2024-01,124.57
Bell Pepper,Mindanao,2024-01,93.0
Bell Pepper,Luzon-North,2024-02,113.28
Bell Pepper,Luzon-Central,2024-02,103.05
Bell Pepper,Luzon-South,2024-02,120.94
Bell Pepper,Visayas,2024-02,117.3
Bell Pepper,Mindanao,2024-02,96.71
Bell Pepper,Luzon-North,2024-03,106.33
Bell Pepper,Luzon-Central,2024-03,104.38
Bell Pepper,Luzon-South,2024-03,110.32
Bell Pepper,Visayas,2024-03,116.03
Bell Pepper,Mindanao,2024-03,94.99
Bell Pepper,Luzon-North,2024-04,93.19
Bell Pepper,Luzon-Central,2024-04,104.66
Bell Pepper,Luzon-South,2024-04,113.37
Bell Pepper,Visayas,2024-04,113.5
Bell Pepper,Mindanao,2024-04,97.35
Bell Pepper,Luzon-North,2024-05,112.56
Bell Pepper,Luzon-Central,2024-05,100.39
Bell Pepper,Luzon-South,2024-05,108.4
Bell Pepper,Visayas,2024-05,114.49
Bell Pepper,Mindanao,2024-05,105.45
Bell Pepper,Luzon-North,2024-06,104.19
Bell Pepper,Luzon-Central,2024-06,113.88
Bell Pepper,Luzon-South,2024-06,113.79
Bell Pepper,Visayas,2024-06,114.26
Bell Pepper,Mindanao,2024-06,110.68
Bell Pepper,Luzon-North,2024-07,115.25
Bell Pepper,Luzon-Central,2024-07,103.95
Bell Pepper,Luzon-South,2024-07,119.42
Bell Pepper,Visayas,2024-07,130.9
Bell Pepper,Mindanao,2024-07,114.13
Bell Pepper,Luzon-North,2024-08,119.34
Bell Pepper,Luzon-Central,2024-08,119.45
Bell Pepper,Luzon-South,2024-08,132.62
Bell Pepper,Visayas,2024-08,127.46
Bell Pepper,Mindanao,2024-08,115.42
Bell Pepper,Luzon-North,2024-09,124.6
Bell Pepper,Luzon-Central,2024-09,116.59
Bell Pepper,Luzon-South,2024-09,127.81
Bell Pepper,Visayas,2024-09,135.23
Bell Pepper,Mindanao,2024-09,116.23
Bell Pepper,Luzon-North,2024-10,117.51
Bell Pepper,Luzon-Central,2024-10,113.62
Bell Pepper,Luzon-South,2024-10,134.05
Bell Pepper,Visayas,2024-10,132.0
Bell Pepper,Mindanao,2024-10,117.44
Bell Pepper,Luzon-North,2024-11,121.69
Bell Pepper,Luzon-Central,2024-11,113.45
Bell Pepper,Luzon-South,2024-11,134.22
Bell Pepper,Visayas,2024-11,118.86
Bell Pepper,Mindanao,2024-11,111.07
Bell Pepper,Luzon-North,2024-12,111.3
Bell Pepper,Luzon-Central,2024-12,118.65
Bell Pepper,Luzon-South,2024-12,128.85
Bell Pepper,Visayas,2024-12,110.21
Bell Pepper,Mindanao,2024-12,100.09
Bell Pepper,Luzon-North,2025-01,117.45
Bell Pepper,Luzon-Central,2025-01,113.44
Bell Pepper,Luzon-South,2025-01,123.75
Bell Pepper,Visayas,2025-01,122.33
Bell Pepper,Mindanao,2025-01,108.12
Bell Pepper,Luzon-North,2025-02,117.98
Bell Pepper,Luzon-Central,2025-02,109.25
Bell Pepper,Luzon-South,2025-02,126.13
Bell Pepper,Visayas,2025-02,109.45
Bell Pepper,Mindanao,2025-02,109.62
Bell Pepper,Luzon-North,2025-03,105.58
Bell Pepper,Luzon-Central,2025-03,112.0
Bell Pepper,Luzon-South,2025-03,115.56
Bell Pepper,Visayas,2025-03,114.9
Bell Pepper,Mindanao,2025-03,105.48
Bell Pepper,Luzon-North,2025-04,105.7
Bell Pepper,Luzon-Central,2025-04,101.46
Bell Pepper,Luzon-South,2025-04,107.17
Bell Pepper,Visayas,2025-04,119.45
Bell Pepper,Mindanao,2025-04,105.55
Bell Pepper,Luzon-North,2025-05,119.42
Bell Pepper,Luzon-Central,2025-05,108.29
Bell Pepper,Luzon-South,2025-05,125.54
Bell Pepper,Visayas,2025-05,122.81
Bell Pepper,Mindanao,2025-05,105.16
Bell Pepper,Luzon-North,2025-06,122.26
Bell Pepper,Luzon-Central,2025-06,120.13
Bell Pepper,Luzon-South,2025-06,122.66
Bell Pepper,Visayas,2025-06,126.79
Bell Pepper,Mindanao,2025-06,109.64
Bell Pepper,Luzon-North,2025-07,123.46
Bell Pepper,Luzon-Central,2025-07,112.71
Bell Pepper,Luzon-South,2025-07,135.73
Bell Pepper,Visayas,2025-07,130.12
Bell Pepper,Mindanao,2025-07,116.98
Bell Pepper,Luzon-North,2025-08,124.11
Bell Pepper,Luzon-Central,2025-08,126.51
Bell Pepper,Luzon-South,2025-08,138.59
Bell Pepper,Visayas,2025-08,136.87
Bell Pepper,Mindanao,2025-08,132.56
Bell Pepper,Luzon-North,2025-09,134.94
Bell Pepper,Luzon-Central,2025-09,138.48
Bell Pepper,Luzon-South,2025-09,145.78
Bell Pepper,Visayas,2025-09,138.34
Bell Pepper,Mindanao,2025-09,120.85
Bell Pepper,Luzon-North,2025-10,131.18
Bell Pepper,Luzon-Central,2025-10,123.62
Bell Pepper,Luzon-South,2025-10,135.13
Bell Pepper,Visayas,2025-10,136.66
Bell Pepper,Mindanao,2025-10,108.6
Bell Pepper,Luzon-North,2025-11,120.49
Bell Pepper,Luzon-Central,2025-11,104.01
Bell Pepper,Luzon-South,2025-11,130.34
Bell Pepper,Visayas,2025-11,126.83
Bell Pepper,Mindanao,2025-11,109.28
Bell Pepper,Luzon-North,2025-12,118.75
Bell Pepper,Luzon-Central,2025-12,116.83
Bell Pepper,Luzon-South,2025-12,117.04
Bell Pepper,Visayas,2025-12,118.33
Bell Pepper,Mindanao,2025-12,105.71
Bell Pepper,Luzon-North,2026-01,108.35
Bell Pepper,Luzon-Central,2026-01,110.25
Bell Pepper,Luzon-South,2026-01,136.79
Bell Pepper,Visayas,2026-01,123.44
Bell Pepper,Mindanao,2026-01,115.88
Bell Pepper,Luzon-North,2026-02,112.97
Bell Pepper,Luzon-Central,2026-02,118.18
Bell Pepper,Luzon-South,2026-02,125.32
Bell Pepper,Visayas,2026-02,130.6
Bell Pepper,Mindanao,2026-02,116.0
Bell Pepper,Luzon-North,2026-03,128.57
Bell Pepper,Luzon-Central,2026-03,114.57
Bell Pepper,Luzon-South,2026-03,124.87
Bell Pepper,Visayas,2026-03,121.43
Bell Pepper,Mindanao,2026-03,113.12
Bell Pepper,Luzon-North,2026-04,116.12
Bell Pepper,Luzon-Central,2026-04,117.56
Bell Pepper,Luzon-South,2026-04,123.17
Bell Pepper,Visayas,2026-04,138.02
Bell Pepper,Mindanao,2026-04,98.5
Cabbage,Luzon-North,2022-01,36.54
Cabbage,Luzon-Central,2022-01,33.01
Cabbage,Luzon-South,2022-01,35.29
Cabbage,Visayas,2022-01,37.3
Cabbage,Mindanao,2022-01,30.3
Cabbage,Luzon-North,2022-02,35.29
Cabbage,Luzon-Central,2022-02,37.79
Cabbage,Luzon-South,2022-02,38.95
Cabbage,Visayas,2022-02,35.79
Cabbage,Mindanao,2022-02,31.2
Cabbage,Luzon-North,2022-03,33.41
Cabbage,Luzon-Central,2022-03,34.38
Cabbage,Luzon-South,2022-03,34.34
Cabbage,Visayas,2022-03,35.56
Cabbage,Mindanao,2022-03,33.12
Cabbage,Luzon-North,2022-04,35.29
Cabbage,Luzon-Central,2022-04,31.87
Cabbage,Luzon-South,2022-04,33.54
Cabbage,Visayas,2022-04,33.71
Cabbage,Mindanao,2022-04,30.36
Cabbage,Luzon-North,2022-05,30.75
Cabbage,Luzon-Central,2022-05,34.48
Cabbage,Luzon-South,2022-05,35.2
Cabbage,Visayas,2022-05,38.28
Cabbage,Mindanao,2022-05,35.2
Cabbage,Luzon-North,2022-06,38.23
Cabbage,Luzon-Central,2022-06,32.67
Cabbage,Luzon-South,2022-06,39.57
Cabbage,Visayas,2022-06,41.26
Cabbage,Mindanao,2022-06,32.33
Cabbage,Luzon-North,2022-07,35.48
Cabbage,Luzon-Central,2022-07,35.57
Cabbage,Luzon-South,2022-07,35.99
Cabbage,Visayas,2022-07,43.2
Cabbage,Mindanao,2022-07,30.48
Cabbage,Luzon-North,2022-08,36.96
Cabbage,Luzon-Central,2022-08,37.05
Cabbage,Luzon-South,2022-08,40.62
Cabbage,Visayas,2022-08,42.61
Cabbage,Mindanao,2022-08,36.88
Cabbage,Luzon-North,2022-09,39.5
Cabbage,Luzon-Central,2022-09,40.51
Cabbage,Luzon-South,2022-09,37.44
Cabbage,Visayas,2022-09,43.12
Cabbage,Mindanao,2022-09,35.81
Cabbage,Luzon-North,2022-10,38.85
Cabbage,Luzon-Central,2022-10,37.46
Cabbage,Luzon-South,2022-10,38.67
Cabbage,Visayas,2022-10,40.34
Cabbage,Mindanao,2022-10,37.31
Cabbage,Luzon-North,2022-11,37.17
Cabbage,Luzon-Central,2022-11,33.88
Cabbage,Luzon-South,2022-11,42.27
Cabbage,Visayas,2022-11,44.01
Cabbage,Mindanao,2022-11,31.49
Cabbage,Luzon-North,2022-12,36.44
Cabbage,Luzon-Central,2022-12,38.79
Cabbage,Luzon-South,2022-12,39.17
Cabbage,Visayas,2022-12,39.2
Cabbage,Mindanao,2022-12,33.04
Cabbage,Luzon-North,2023-01,35.01
Cabbage,Luzon-Central,2023-01,34.18
Cabbage,Luzon-South,2023-01,36.74
Cabbage,Visayas,2023-01,40.31
Cabbage,Mindanao,2023-01,32.8
Cabbage,Luzon-North,2023-02,35.27
Cabbage,Luzon-Central,2023-02,32.55
Cabbage,Luzon-South,2023-02,37.78
Cabbage,Visayas,2023-02,37.21
Cabbage,Mindanao,2023-02,33.24
Cabbage,Luzon-North,2023-03,36.89
Cabbage,Luzon-Central,2023-03,34.28
Cabbage,Luzon-South,2023-03,37.74
Cabbage,Visayas,2023-03,38.54
Cabbage,Mindanao,2023-03,32.7
Cabbage,Luzon-North,2023-04,34.56
Cabbage,Luzon-Central,2023-04,32.88
Cabbage,Luzon-South,2023-04,37.91
Cabbage,Visayas,2023-04,35.53
Cabbage,Mindanao,2023-04,34.52
Cabbage,Luzon-North,2023-05,35.65
Cabbage,Luzon-Central,2023-05,32.89
Cabbage,Luzon-South,2023-05,36.45
Cabbage,Visayas,2023-05,37.13
Cabbage,Mindanao,2023-05,33.36
Cabbage,Luzon-North,2023-06,35.8
Cabbage,Luzon-Central,2023-06,37.68
Cabbage,Luzon-South,2023-06,37.46
Cabbage,Visayas,2023-06,35.54
Cabbage,Mindanao,2023-06,33.27
Cabbage,Luzon-North,2023-07,34.46
Cabbage,Luzon-Central,2023-07,36.7
Cabbage,Luzon-South,2023-07,42.35
Cabbage,Visayas,2023-07,42.71
Cabbage,Mindanao,2023-07,33.24
Cabbage,Luzon-North,2023-08,38.69
Cabbage,Luzon-Central,2023-08,42.05
Cabbage,Luzon-South,2023-08,42.91
Cabbage,Visayas,2023-08,43.45
Cabbage,Mindanao,2023-08,39.39
Cabbage,Luzon-North,2023-09,46.09
Cabbage,Luzon-Central,2023-09,41.97
Cabbage,Luzon-South,2023-09,43.41
Cabbage,Visayas,2023-09,45.13
Cabbage,Mindanao,2023-09,39.36
Cabbage,Luzon-North,2023-10,38.46
Cabbage,Luzon-Central,2023-10,36.07
Cabbage,Luzon-South,2023-10,41.77
Cabbage,Visayas,2023-10,40.82
Cabbage,Mindanao,2023-10,36.79
Cabbage,Luzon-North,2023-11,37.74
Cabbage,Luzon-Central,2023-11,40.28
Cabbage,Luzon-South,2023-11,37.76
Cabbage,Visayas,2023-11,40.32
Cabbage,Mindanao,2023-11,34.65
Cabbage,Luzon-North,2023-12,37.72
Cabbage,Luzon-Central,2023-12,37.29
Cabbage,Luzon-South,2023-12,37.81
Cabbage,Visayas,2023-12,38.23
Cabbage,Mindanao,2023-12,31.51
Cabbage,Luzon-North,2024-01,35.28
Cabbage,Luzon-Central,2024-01,36.47
Cabbage,Luzon-South,2024-01,38.94
Cabbage,Visayas,2024-01,37.93
Cabbage,Mindanao,2024-01,33.77
Cabbage,Luzon-North,2024-02,37.14
Cabbage,Luzon-Central,2024-02,36.5
Cabbage,Luzon-South,2024-02,37.78
Cabbage,Visayas,2024-02,39.55
Cabbage,Mindanao,2024-02,31.35
Cabbage,Luzon-North,2024-03,33.98
Cabbage,Luzon-Central,2024-03,37.41
Cabbage,Luzon-South,2024-03,33.71
Cabbage,Visayas,2024-03,38.28
Cabbage,Mindanao,2024-03,33.9
Cabbage,Luzon-North,2024-04,35.09
Cabbage,Luzon-Central,2024-04,32.95
Cabbage,Luzon-South,2024-04,37.44
Cabbage,Visayas,2024-04,38.62
Cabbage,Mindanao,2024-04,33.12
Cabbage,Luzon-North,2024-05,33.16
Cabbage,Luzon-Central,2024-05,34.87
Cabbage,Luzon-South,2024-05,36.78
Cabbage,Visayas,2024-05,38.44
Cabbage,Mindanao,2024-05,34.42
Cabbage,Luzon-North,2024-06,39.4
Cabbage,Luzon-Central,2024-06,38.29
Cabbage,Luzon-South,2024-06,39.09
Cabbage,Visayas,2024-06,43.13
Cabbage,Mindanao,2024-06,37.59
Cabbage,Luzon-North,2024-07,41.63
Cabbage,Luzon-Central,2024-07,40.44
Cabbage,Luzon-South,2024-07,41.06
Cabbage,Visayas,2024-07,42.17
Cabbage,Mindanao,2024-07,38.14
Cabbage,Luzon-North,2024-08,38.54
Cabbage,Luzon-Central,2024-08,40.12
Cabbage,Luzon-South,2024-08,42.28
Cabbage,Visayas,2024-08,43.85
Cabbage,Mindanao,2024-08,35.12
Cabbage,Luzon-North,2024-09,40.33
Cabbage,Luzon-Central,2024-09,40.48
Cabbage,Luzon-South,2024-09,46.29
Cabbage,Visayas,2024-09,47.85
Cabbage,Mindanao,2024-09,39.1
Cabbage,Luzon-North,2024-10,40.41
Cabbage,Luzon-Central,2024-10,37.54
Cabbage,Luzon-South,2024-10,43.7
Cabbage,Visayas,2024-10,43.52
Cabbage,Mindanao,2024-10,39.09
Cabbage,Luzon-North,2024-11,42.01
Cabbage,Luzon-Central,2024-11,37.02
Cabbage,Luzon-South,2024-11,37.52
Cabbage,Visayas,2024-11,39.92
Cabbage,Mindanao,2024-11,33.3
Cabbage,Luzon-North,2024-12,35.68
Cabbage,Luzon-Central,2024-12,38.81
Cabbage,Luzon-South,2024-12,40.3
Cabbage,Visayas,2024-12,37.87
Cabbage,Mindanao,2024-12,36.45
Cabbage,Luzon-North,2025-01,40.44
Cabbage,Luzon-Central,2025-01,35.86
Cabbage,Luzon-South,2025-01,38.59
Cabbage,Visayas,2025-01,40.39
Cabbage,Mindanao,2025-01,35.88
Cabbage,Luzon-North,2025-02,39.35
Cabbage,Luzon-Central,2025-02,38.77
Cabbage,Luzon-South,2025-02,42.46
Cabbage,Visayas,2025-02,43.62
Cabbage,Mindanao,2025-02,37.88
Cabbage,Luzon-North,2025-03,38.29
Cabbage,Luzon-Central,2025-03,32.86
Cabbage,Luzon-South,2025-03,38.66
Cabbage,Visayas,2025-03,40.66
Cabbage,Mindanao,2025-03,33.81
Cabbage,Luzon-North,2025-04,38.45
Cabbage,Luzon-Central,2025-04,34.66
Cabbage,Luzon-South,2025-04,36.82
Cabbage,Visayas,2025-04,42.58
Cabbage,Mindanao,2025-04,35.33
Cabbage,Luzon-North,2025-05,38.03
Cabbage,Luzon-Central,2025-05,37.79
Cabbage,Luzon-South,2025-05,41.6
Cabbage,Visayas,2025-05,41.32
Cabbage,Mindanao,2025-05,30.69
Cabbage,Luzon-North,2025-06,37.92
Cabbage,Luzon-Central,2025-06,36.82
Cabbage,Luzon-South,2025-06,39.18
Cabbage,Visayas,2025-06,42.81
Cabbage,Mindanao,2025-06,38.68
Cabbage,Luzon-North,2025-07,39.51
Cabbage,Luzon-Central,2025-07,36.67
Cabbage,Luzon-South,2025-07,46.83
Cabbage,Visayas,2025-07,42.75
Cabbage,Mindanao,2025-07,35.34
Cabbage,Luzon-North,2025-08,43.03
Cabbage,Luzon-Central,2025-08,41.69
Cabbage,Luzon-South,2025-08,43.08
Cabbage,Visayas,2025-08,47.74
Cabbage,Mindanao,2025-08,38.58
Cabbage,Luzon-North,2025-09,41.4
Cabbage,Luzon-Central,2025-09,42.04
Cabbage,Luzon-South,2025-09,47.33
Cabbage,Visayas,2025-09,45.39
Cabbage,Mindanao,2025-09,41.03
Cabbage,Luzon-North,2025-10,41.75
Cabbage,Luzon-Central,2025-10,45.95
Cabbage,Luzon-South,2025-10,42.48
Cabbage,Visayas,2025-10,48.44
Cabbage,Mindanao,2025-10,38.91
Cabbage,Luzon-North,2025-11,39.46
Cabbage,Luzon-Central,2025-11,39.5
Cabbage,Luzon-South,2025-11,43.56
Cabbage,Visayas,2025-11,45.6
Cabbage,Mindanao,2025-11,37.54
Cabbage,Luzon-North,2025-12,37.85
Cabbage,Luzon-Central,2025-12,36.45
Cabbage,Luzon-South,2025-12,42.01
Cabbage,Visayas,2025-12,43.36
Cabbage,Mindanao,2025-12,38.82
Cabbage,Luzon-North,2026-01,39.93
